PABST_2,PABST_3,PABST_4,PABST_5,PABST_6,PABST_7,PABST_8,PABST_9,PABST_10,PABST_11,PABST_12,PABST_13,PABST_14,PABST_15,PABST_16,PABST_17,PABST_18,PABST_19,PABST_20,PABST_21,PABST_22,PABST_23,PABST_24,PABST_25,PABST_26,PABST_27,PABST_28,PABST_29,PABST_30,PABST_31,PABST_32,THT_1,THT_2,THT_3,THT_4,THT_5,THT_6,THT_7,THT_8,THT_9,THT_10,THT_11,THT_12,THT_13,THT_14,THT_15,THT_16,THT_17,THT_18,THT_19,THT_20,THT_21,THT_22,THT_23,THT_24,THT_25,THT_26,THT_27,THT_28,THT_29,THT_30,THT_31,THT_32,ZS,SSOCANZ1,SSOCANZ2,SSOCANZ3,SSOCANZ4,SSOCANZ5,SSOCANZ6,ISBACANZ1,ISBACANZ2,ISBACANZ3,ISBACANZ4,ISBACANZ5,ISBACANZ6,BLD_HEIGHT,TEB_T1,TEB_T2,TEB_T3,TEB_T4,TEB_T5,TEB_T6,TEB_P1,TEB_P2,TEB_P3,TEB_P4,TEB_P5,TEB_P6,ISBA_T1,ISBA_T2,ISBA_T3,ISBA_T4,ISBA_T5,ISBA_T6,ISBA_P1,ISBA_P2,ISBA_P3,ISBA_P4,ISBA_P5,ISBA_P6,longitude,latitude,X,Y,MNT
100866.47788,100112.68704,99215.51789,98153.87342,96899.90998,95416.66354,93662.79356,91592.94928,89157.42932,86301.4407,82967.86415,79097.35955,74629.24453,69511.37389,64003.07413,58638.48912,53657.01948,49032.49748,44737.70634,40746.63245,37037.01807,33592.90065,30400.15145,27444.51721,24711.21158,22189.16488,19874.26694,17770.38043,15880.4238,14191.96976,12683.29875,302,290,299,300,293,305.00741,305.92178,306.5361,306.90369,307.21623,307.44295,308.15743,308.93574,309.40808,309.87495,311.84428,315.45329,319.16139,322.22015,325.03077,326.9763,328.79486,330.48454,332.26141,333.75716,335.05462,336.79211,340.39756,347.9166,359.27799,371.23708,371.23708,46.81231,0.5,2,4,6.5,10,29.9046,999,999,999,999,999,999,19.43111,303.25,300.2,298.68,296.98,294.92,294.84,101514.78965,101497.37847,101474.16356,101378.80188,101179.34226,100947.93145,999,999,999,999,999,999,999,999,999,999,999,999,2.35137,48.86401,652350,6862600,35
100866.47788,100112.68704,99215.51789,98153.87342,96899.90998,95416.66354,93662.79356,91592.94928,89157.42932,86301.4407,82967.86415,79097.35955,74629.24453,69511.37389,64003.07413,58638.48912,53657.01948,49032.49748,44737.70634,40746.63245,37037.01807,33592.90065,30400.15145,27444.51721,24711.21158,22189.16488,19874.26694,17770.38043,15880.4238,14191.96976,12683.29875,295,303,303,292,302,305.00741,305.92178,306.5361,306.90369,307.21623,307.44295,308.15743,308.93574,309.40808,309.87495,311.84428,315.45329,319.16139,322.22015,325.03077,326.9763,328.79486,330.48454,332.26141,333.75716,335.05462,336.79211,340.39756,347.9166,359.27799,371.23708,371.23708,46.81231,0.5,2,4,6.5,10,29.9046,999,999,999,999,999,999,19.43111,303.16,301.19,297.21,297.07,294.8,295,101514.78965,101497.37847,101474.16356,101378.80188,101179.34226,100947.93145,999,999,999,999,999,999,999,999,999,999,999,999,2.35137,48.86401,652450,6862600,35
100866.47788,100112.68704,99215.51789,98153.87342,96899.90998,95416.66354,93662.79356,91592.94928,89157.42932,86301.4407,82967.86415,79097.35955,74629.24453,69511.37389,64003.07413,58638.48912,53657.01948,49032.49748,44737.70634,40746.63245,37037.01807,33592.90065,30400.15145,27444.51721,24711.21158,22189.16488,19874.26694,17770.38043,15880.4238,14191.96976,12683.29875,293,292,293,298,302,305.00741,305.92178,306.5361,306.90369,307.21623,307.44295,308.15743,308.93574,309.40808,309.87495,311.84428,315.45329,319.16139,322.22015,325.03077,326.9763,328.79486,330.48454,332.26141,333.75716,335.05462,336.79211,340.39756,347.9166,359.27799,371.23708,371.23708,46.81231,0.5,2,4,6.5,10,29.9046,999,999,999,999,999,999,19.43111,303.97,299.33,298.92,296.41,295.54,294.84,101514.78965,101497.37847,101474.16356,101378.80188,101179.34226,100947.93145,999,999,999,999,999,999,999,999,999,999,999,999,2.35137,48.86401,652550,6862600,35
100866.47788,100112.68704,99215.51789,98153.87342,96899.90998,95416.66354,93662.79356,91592.94928,89157.42932,86301.4407,82967.86415,79097.35955,74629.24453,69511.37389,64003.07413,58638.48912,53657.01948,49032.49748,44737.70634,40746.63245,37037.01807,33592.90065,30400.15145,27444.51721,24711.21158,22189.16488,19874.26694,17770.38043,15880.4238,14191.96976,12683.29875,290,300,299,303,301,305.00741,305.92178,306.5361,306.90369,307.21623,307.44295,308.15743,308.93574,309.40808,309.87495,311.84428,315.45329,319.16139,322.22015,325.03077,326.9763,328.79486,330.48454,332.26141,333.75716,335.05462,336.79211,340.39756,347.9166,359.27799,371.23708,371.23708,46.81231,0.5,2,4,6.5,10,29.9046,999,999,999,999,999,999,19.43111,303.88,299.69,298.14,296.2,295.56,294,101514.78965,101497.37847,101474.16356,101378.80188,101179.34226,100947.93145,999,999,999,999,999,999,999,999,999,999,999,999,2.35137,48.86401,652650,6862600,35
100866.47788,100112.68704,99215.51789,98153.87342,96899.90998,95416.66354,93662.79356,91592.94928,89157.42932,86301.4407,82967.86415,79097.35955,74629.24453,69511.37389,64003.07413,58638.48912,53657.01948,49032.49748,44737.70634,40746.63245,37037.01807,33592.90065,30400.15145,27444.51721,24711.21158,22189.16488,19874.26694,17770.38043,15880.4238,14191.96976,12683.29875,292,296,291,292,293,305.00741,305.92178,306.5361,306.90369,307.21623,307.44295,308.15743,308.93574,309.40808,309.87495,311.84428,315.45329,319.16139,322.22015,325.03077,326.9763,328.79486,330.48454,332.26141,333.75716,335.05462,336.79211,340.39756,347.9166,359.27799,371.23708,371.23708,46.81231,0.5,2,4,6.5,10,29.9046,999,999,999,999,999,999,19.43111,302.92,299.18,297.09,295.42,295.68,294.8,101514.78965,101497.37847,101474.16356,101378.80188,101179.34226,100947.93145,999,999,999,999,999,999,999,999,999,999,999,999,2.35137,48.86401,652050,6862700,35
100866.47788,100112.68704,99215.51789,98153.87342,96899.90998,95416.66354,93662.79356,91592.94928,89157.42932,86301.4407,82967.86415,79097.35955,74629.24453,69511.37389,64003.07413,58638.48912,53657.01948,49032.49748,44737.70634,40746.63245,37037.01807,33592.90065,30400.15145,27444.51721,24711.21158,22189.16488,19874.26694,17770.38043,15880.4238,14191.96976,12683.29875,299,302,293,291,300,305.00741,305.92178,306.5361,306.90369,307.21623,307.44295,308.15743,308.93574,309.40808,309.87495,311.84428,315.45329,319.16139,322.22015,325.03077,326.9763,328.79486,330.48454,332.26141,333.75716,335.05462,336.79211,340.39756,347.9166,359.27799,371.23708,371.23708,46.81231,0.5,2,4,6.5,10,29.9046,999,999,999,999,999,999,19.43111,301.06,300.2,299.85,296.26,294.42,293.06,101514.78965,101497.37847,101474.16356,101378.80188,101179.34226,100947.93145,999,999,999,999,999,999,999,999,999,999,999,999,2.35137,48.86401,652150,6862700,35
100866.47789,100112.68705,99215.51790,98153.87343,96899.90999,95416.66355,93662.79357,91592.94929,89157.42933,86301.4408,82967.86416,79097.35956,74629.24454,69511.37390,64003.07414,58638.48913,53657.01949,49032.49749,44737.70635,40746.63246,37037.01808,33592.90066,30400.15146,27444.51722,24711.21159,22189.16489,19874.26695,17770.38044,15880.4239,14191.96977,12683.29876,300,303,294,292,301,305.00742,305.92179,306.5362,306.90370,307.21624,307.44296,308.15744,308.93575,309.40809,309.87496,311.84429,315.45330,319.16140,322.22016,325.03078,326.9764,328.79487,330.48455,332.26142,333.75717,335.05463,336.79212,340.39757,347.9167,359.27800,371.23709,371.23709,46.81232,0.6,3,5,6.6,11,29.9047,1000,1000,1000,1000,1000,1000,19.43112,302.14,299.66,298.71,295.51,294.64,294.66,101514.78966,101497.37848,101474.16357,101378.80189,101179.34227,100947.93146,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,2.35138,48.86402,652250,6862700,36
100866.47790,100112.68706,99215.51791,98153.87344,96899.91000,95416.66356,93662.79358,91592.94930,89157.42934,86301.4409,82967.86417,79097.35957,74629.24455,69511.37391,64003.07415,58638.48914,53657.01950,49032.49750,44737.70636,40746.63247,37037.01809,33592.90067,30400.15147,27444.51723,24711.21160,22189.16490,19874.26696,17770.38045,15880.4240,14191.96978,12683.29877,301,304,295,293,302,305.00743,305.92180,306.5363,306.90371,307.21625,307.44297,308.15745,308.93576,309.40810,309.87497,311.84430,315.45331,319.16141,322.22017,325.03079,326.9765,328.79488,330.48456,332.26143,333.75718,335.05464,336.79213,340.39758,347.9168,359.27801,371.23710,371.23710,46.81233,0.7,4,6,6.7,12,29.9048,1001,1001,1001,1001,1001,1001,19.43113,301.84,301.79,297.84,297.91,295.02,293.26,101514.78967,101497.37849,101474.16358,101378.80190,101179.34228,100947.93147,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,2.35139,48.86403,652350,6862700,37
100866.47791,100112.68707,99215.51792,98153.87345,96899.91001,95416.66357,93662.79359,91592.94931,89157.42935,86301.4410,82967.86418,79097.35958,74629.24456,69511.37392,64003.07416,58638.48915,53657.01951,49032.49751,44737.70637,40746.63248,37037.01810,33592.90068,30400.15148,27444.51724,24711.21161,22189.16491,19874.26697,17770.38046,15880.4241,14191.96979,12683.29878,302,305,296,294,303,305.00744,305.92181,306.5364,306.90372,307.21626,307.44298,308.15746,308.93577,309.40811,309.87498,311.84431,315.45332,319.16142,322.22018,325.03080,326.9766,328.79489,330.48457,332.26144,333.75719,335.05465,336.79214,340.39759,347.9169,359.27802,371.23711,371.23711,46.81234,0.8,5,7,6.8,13,29.9049,1002,1002,1002,1002,1002,1002,19.43114,302.83,301.31,299.31,297.55,295.5,294.84,101514.78968,101497.37850,101474.16359,101378.80191,101179.34229,100947.93148,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,2.35140,48.86404,652450,6862700,38
100866.47792,100112.68708,99215.51793,98153.87346,96899.91002,95416.66358,93662.79360,91592.94932,89157.42936,86301.4411,82967.86419,79097.35959,74629.24457,69511.37393,64003.07417,58638.48916,53657.01952,49032.49752,44737.70638,40746.63249,37037.01811,33592.90069,30400.15149,27444.51725,24711.21162,22189.16492,19874.26698,17770.38047,15880.4242,14191.96980,12683.29879,303,306,297,295,304,305.00745,305.92182,306.5365,306.90373,307.21627,307.44299,308.15747,308.93578,309.40812,309.87499,311.84432,315.45333,319.16143,322.22019,325.03081,326.9767,328.79490,330.48458,332.26145,333.75720,335.05466,336.79215,340.39760,347.9170,359.27803,371.23712,371.23712,46.81235,0.9,6,8,6.9,14,29.9050,1003,1003,1003,1003,1003,1003,19.43115,303.64,299.33,299.76,295.42,295.48,293.74,101514.78969,101497.37851,101474.16360,101378.80192,101179.34230,100947.93149,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,1003,2.35141,48.86405,652550,6862700,39
100866.47793,100112.68709,99215.51794,98153.87347,96899.91003,95416.66359,93662.79361,91592.94933,89157.42937,86301.4412,82967.86420,79097.35960,74629.24458,69511.37394,64003.07418,58638.48917,53657.01953,49032.49753,44737.70639,40746.63250,37037.01812,33592.90070,30400.15150,27444.51726,24711.21163,22189.16493,19874.26699,17770.38048,15880.4243,14191.96981,12683.29880,304,307,298,296,305,305.00746,305.92183,306.5366,306.90374,307.21628,307.44300,308.15748,308.93579,309.40813,309.87500,311.84433,315.45334,319.16144,322.22020,325.03082,326.9768,328.79491,330.48459,332.26146,333.75721,335.05467,336.79216,340.39761,347.9171,359.27804,371.23713,371.23713,46.81236,0.10,7,9,6.10,15,29.9051,1004,1004,1004,1004,1004,1004,19.43116,301.72,299.57,299.94,297.25,295.24,293.12,101514.78970,101497.37852,101474.16361,101378.80193,101179.34231,100947.93150,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,1004,2.35142,48.86406,652650,6862700,40
100866.47794,100112.68710,99215.51795,98153.87348,96899.91004,95416.66360,93662.79362,91592.94934,89157.42938,86301.4413,82967.86421,79097.35961,74629.24459,69511.37395,64003.07419,58638.48918,53657.01954,49032.49754,44737.70640,40746.63251,37037.01813,33592.90071,30400.15151,27444.51727,24711.21164,22189.16494,19874.26700,17770.38049,15880.4244,14191.96982,12683.29881,305,308,299,297,306,305.00747,305.92184,306.5367,306.90375,307.21629,307.44301,308.15749,308.93580,309.40814,309.87501,311.84434,315.45335,319.16145,322.22021,325.03083,326.9769,328.79492,330.48460,332.26147,333.75722,335.05468,336.79217,340.39762,347.9172,359.27805,371.23714,371.23714,46.81237,0.11,8,10,6.11,16,29.9052,1005,1005,1005,1005,1005,1005,19.43117,303.61,299,299.13,296.83,295.9,293.9,101514.78971,101497.37853,101474.16362,101378.80194,101179.34232,100947.93151,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,2.35143,48.86407,652050,6862800,41
100866.47795,100112.68711,99215.51796,98153.87349,96899.91005,95416.66361,93662.79363,91592.94935,89157.42939,86301.4414,82967.86422,79097.35962,74629.24460,69511.37396,64003.07420,58638.48919,53657.01955,49032.49755,44737.70641,40746.63252,37037.01814,33592.90072,30400.15152,27444.51728,24711.21165,22189.16495,19874.26701,17770.38050,15880.4245,14191.96983,12683.29882,306,309,300,298,307,305.00748,305.92185,306.5368,306.90376,307.21630,307.44302,308.15750,308.93581,309.40815,309.87502,311.84435,315.45336,319.16146,322.22022,325.03084,326.9770,328.79493,330.48461,332.26148,333.75723,335.05469,336.79218,340.39763,347.9173,359.27806,371.23715,371.23715,46.81238,0.12,9,11,6.12,17,29.9053,1006,1006,1006,1006,1006,1006,19.43118,303.43,301.16,299.31,296.35,294.96,293.98,101514.78972,101497.37854,101474.16363,101378.80195,101179.34233,100947.93152,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,2.35144,48.86408,652150,6862800,42
100866.47796,100112.68712,99215.51797,98153.87350,96899.91006,95416.66362,93662.79364,91592.94936,89157.42940,86301.4415,82967.86423,79097.35963,74629.24461,69511.37397,64003.07421,58638.48920,53657.01956,49032.49756,44737.70642,40746.63253,37037.01815,33592.90073,30400.15153,27444.51729,24711.21166,22189.16496,19874.26702,17770.38051,15880.4246,14191.96984,12683.29883,307,310,301,299,308,305.00749,305.92186,306.5369,306.90377,307.21631,307.44303,308.15751,308.93582,309.40816,309.87503,311.84436,315.45337,319.16147,322.22023,325.03085,326.9771,328.79494,330.48462,332.26149,333.75724,335.05470,336.79219,340.39764,347.9174,359.27807,371.23716,371.23716,46.81239,0.13,10,12,6.13,18,29.9054,1007,1007,1007,1007,1007,1007,19.43119,301.18,299,298.38,297.88,294.9,294.38,101514.78973,101497.37855,101474.16364,101378.80196,101179.34234,100947.93153,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,2.35145,48.86409,652250,6862800,43
100866.47797,100112.68713,99215.51798,98153.87351,96899.91007,95416.66363,93662.79365,91592.94937,89157.42941,86301.4416,82967.86424,79097.35964,74629.24462,69511.37398,64003.07422,58638.48921,53657.01957,49032.49757,44737.70643,40746.63254,37037.01816,33592.90074,30400.15154,27444.51730,24711.21167,22189.16497,19874.26703,17770.38052,15880.4247,14191.96985,12683.29884,308,311,302,300,309,305.00750,305.92187,306.5370,306.90378,307.21632,307.44304,308.15752,308.93583,309.40817,309.87504,311.84437,315.45338,319.16148,322.22024,325.03086,326.9772,328.79495,330.48463,332.26150,333.75725,335.05471,336.79220,340.39765,347.9175,359.27808,371.23717,371.23717,46.81240,0.14,11,13,6.14,19,29.9055,1008,1008,1008,1008,1008,1008,19.43120,301.99,299.84,300,296.68,294.34,295,101514.78974,101497.37856,101474.16365,101378.80197,101179.34235,100947.93154,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,2.35146,48.86410,652350,6862800,44
100866.47798,100112.68714,99215.51799,98153.87352,96899.91008,95416.66364,93662.79366,91592.94938,89157.42942,86301.4417,82967.86425,79097.35965,74629.24463,69511.37399,64003.07423,58638.48922,53657.01958,49032.49758,44737.70644,40746.63255,37037.01817,33592.90075,30400.15155,27444.51731,24711.21168,22189.16498,19874.26704,17770.38053,15880.4248,14191.96986,12683.29885,309,312,303,301,310,305.00751,305.92188,306.5371,306.90379,307.21633,307.44305,308.15753,308.93584,309.40818,309.87505,311.84438,315.45339,319.16149,322.22025,325.03087,326.9773,328.79496,330.48464,332.26151,333.75726,335.05472,336.79221,340.39766,347.9176,359.27809,371.23718,371.23718,46.81241,0.15,12,14,6.15,20,29.9056,1009,1009,1009,1009,1009,1009,19.43121,301,300.65,299.37,297.4,295.82,293.08,101514.78975,101497.37857,101474.16366,101378.80198,101179.34236,100947.93155,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,1009,2.35147,48.86411,652450,6862800,45
